epoch,loss,loss_data,loss_phys,loss_bc,val_mae_Th,val_mae_Tc,val_r2_Th,val_r2_Tc
0,8.667468275342669,1.6997504589103518,1928.508056640625,0.6967717784323862,11.061366081237793,8.56663703918457,0.034072359792535534,0.08957848050186712
50,0.012807507566841585,0.008086285093754884,1432.4122169131324,0.000472122242735211,0.5855598449707031,0.5419792532920837,0.9926724813597239,0.994673448223516
100,0.008504365720520062,0.005980365726697657,1720.60404750279,0.0002523999934228847,0.46453621983528137,0.38359880447387695,0.9945275358682596,0.9971521968069328
150,0.008168298401869833,0.005520524556881615,1815.0857863653273,0.00026477738434290847,0.49062153697013855,0.33417433500289917,0.9949270773260664,0.9978751745723474
200,0.005343300149044288,0.00451187658057149,2112.391842796689,8.314235379830712e-05,0.39693310856819153,0.23091408610343933,0.9960342993291599,0.9987290592139035
250,0.0042217031004838645,0.0033375764268428264,2326.376749674479,8.841266840352633e-05,0.3344027101993561,0.2513217628002167,0.9969659471321308,0.9988391124688396
300,0.005192442677937271,0.0026248162861780395,2539.843953450521,0.00025676264270995964,0.37710610032081604,0.25312066078186035,0.9970685491300619,0.9989128564817344
350,0.0024334532818535252,0.0018957100602121847,2656.586268833705,5.37743208908415e-05,0.44345778226852417,0.1790328174829483,0.9973831724209847,0.9994337375718665
400,0.003572074965285581,0.0015557475645826863,2946.629156203497,0.00020163273785285475,0.18540909886360168,0.1883128136396408,0.9986611541557141,0.9994744232203486
450,0.0016904715725797274,0.0013018699114798523,3019.865036737351,3.886016600604524e-05,0.33057352900505066,0.20393894612789154,0.9980610189868447,0.9993668949268131
500,0.0032595739439351575,0.0012132884619946015,2807.2845342726932,0.00020462854757040207,0.16343526542186737,0.22390396893024445,0.9988050133722883,0.999417536092329
550,0.0492588925574507,0.01212661447269576,2.7239196328889754,0.0009893081455846272,0.8912511467933655,1.3748857975006104,0.9922476957889215,0.9799500059596252
600,0.034431224156703265,0.011303048625233628,0.9057736027808416,0.0005012703887976906,1.3031944036483765,1.1942920684814453,0.9868311529977549,0.9850304431877368
650,0.03142978401765937,0.011067882036080673,0.5789467855578377,0.00029934987556078427,0.987813413143158,1.2738069295883179,0.9912100032072564,0.9822747091062135
700,0.022578183738958268,0.01090704986736888,0.2640270186322076,0.00011100534989271269,0.8723157644271851,1.2066816091537476,0.9923688388846331,0.9841833585228215
750,0.023753372952342033,0.010933808383664914,0.23538333035650708,0.00010503979640253376,1.0506038665771484,1.2311509847640991,0.9902033697071395,0.9837741389565801
800,0.02119760767423681,0.01097976947425022,0.15295084920667468,0.00010407874547776632,1.0156006813049316,1.2238503694534302,0.9906056457025924,0.9843264038537938
850,0.019515933335891793,0.01100614003925806,0.10502197504753158,0.0001158254831569225,0.9641241431236267,1.2156966924667358,0.9912106492810121,0.984117768132863
900,0.019239546753288733,0.010968092385502089,0.09261587253283887,8.621846107070312e-05,0.9468899965286255,1.169164776802063,0.9914405771785958,0.9851752971790031
950,0.01885648120549463,0.010997023943456866,0.0771590145748286,9.15145759617666e-05,0.9642680287361145,1.1970053911209106,0.9912636328145084,0.9845715334881446
1000,0.020519822968968322,0.011010428812975684,0.08676736047934919,8.326577673350195e-05,0.9582553505897522,1.179654836654663,0.9912956244364775,0.9848732899808802
1050,0.018318714086143745,0.011037754482545313,0.06434001826814242,8.469576260679224e-05,0.9656916260719299,1.192018985748291,0.9911773118752198,0.9848344566931644
1100,0.017575776581430717,0.011022428471949838,0.057590026231039135,7.943454043665302e-05,0.9776594042778015,1.1824209690093994,0.99113888633385,0.9849316424737488
1150,0.017603390894475438,0.011009319995840391,0.058121653007609506,7.819054709606072e-05,0.9511405825614929,1.180401086807251,0.991381671708675,0.9849014682896365
1200,0.0180422208227572,0.01101279788694921,0.06254984802078634,7.74437737293608e-05,0.9407289624214172,1.1825591325759888,0.9915078541796808,0.9848276469487813
1250,0.01678990621474527,0.011215366789006762,0.048063612365651695,7.681782526127617e-05,0.9609460234642029,1.1749235391616821,0.9912498787575552,0.9849911882591424
1300,0.016488362658059315,0.011022315260821156,0.04704417980143002,7.616293407322483e-05,0.9599580764770508,1.176511526107788,0.9912815991504477,0.9850275437962125
1350,0.016739823877634036,0.0110102049518554,0.049745077666427405,7.551109359025889e-05,0.959481418132782,1.1831995248794556,0.9912859985470216,0.9848627538427861
1400,0.01604866631151665,0.011048174551909878,0.04252759118874868,7.477327268307341e-05,0.9631702303886414,1.181368112564087,0.9912298821653139,0.9848876355384953
1450,0.016641823730121057,0.011021955925527783,0.0486903576446431,7.508318577449591e-05,0.9676693081855774,1.187891960144043,0.9911969025381014,0.9847715915033248
1500,0.01656360509583638,0.01101853524423426,0.0480028571827071,7.447838816872155e-05,0.9635933041572571,1.1798343658447266,0.991236725061592,0.9849328178587462
1550,0.015550222092618545,0.011030737177601882,0.037740793877414296,7.454052761854005e-05,0.9568343758583069,1.182219386100769,0.9913100641849165,0.9848599505007284
1600,0.016127684397534245,0.01114744178595997,0.04223422369077092,7.568200046426639e-05,0.9589248299598694,1.1831310987472534,0.9912873717585041,0.9848273018218845
1650,0.017827767036145643,0.011016434247028969,0.060632044094659034,7.481281517400584e-05,0.9637749195098877,1.17863130569458,0.9912339341448683,0.9849670863548651
1700,0.016510390388291506,0.011023063900037891,0.04740120763225215,7.472055551174673e-05,0.9596894383430481,1.1835353374481201,0.9912769967891939,0.9848381098288077
1750,0.016228910180784407,0.011040601801748076,0.04445066507018748,7.432417424708893e-05,0.9597779512405396,1.1856931447982788,0.9912815375905898,0.9847838272285898
1800,0.016962921468629724,0.011014954065017048,0.05200691051071599,7.472759881195435e-05,0.9606379866600037,1.184540867805481,0.9912703891612833,0.9848378851707333
1850,0.017034378213187058,0.011025308986150083,0.05262661898242576,7.464072032668074e-05,0.9621672034263611,1.183448314666748,0.9912493344708913,0.9848514721003584
1900,0.016089801942663535,0.01100895845419949,0.043399845205602194,7.408589035982178e-05,0.9653254151344299,1.1862871646881104,0.9912163042548847,0.9847876219964974
1950,0.016217508087200776,0.011021951113694481,0.044535559690779165,7.420007750624791e-05,0.9556483030319214,1.1804744005203247,0.9913337068273524,0.9849056733027233
1999,0.015760157168621107,0.011025305804131287,0.039962844124862125,7.38566926710995e-05,0.9593331813812256,1.186038851737976,0.9912819002451979,0.9847691886387039
